****Estoy modificando un archivo de texto, en este caso, a trav√©s de nano desde la consola de ubuntu

dir	descrip	tam dir
 Directorio de D:\Respaldo Jes£s\Par†metros\Consumo2013\LGD\Estimaci¢n_LGD\ConComplementos2012\InferenciaAbiertos	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Consumo2013\LGD\Estimaci¢n_LGD\ConComplementos2012\InferenciaCostos	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\Consumo2013\LGD\LGDContingencia2012	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2011	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2011\Severidad	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2012	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2012\Impacto_Severidad_sin_Manualidades_Abril2013	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2012\RAR2011	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2012\RAR2011\previo_manualidades	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2012\RAR2011\TDC_Calc2012_VFinal	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2012\RAR2011\TDC_Calc2012_VFinal\CCF	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2012\RAR2011\TDC_Calc2012_VFinal\CCF\Documentacion_CCF	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2012\RAR2011\TDC_Calc2012_VFinal\LGD	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2012\RAR2011\TDC_Calc2012_VFinal\LGD\Documentaci¢n_LGD	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2012\RAR2011\TDC_Calc2012_VFinal\TS_ANUAL_2012	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2012\RAR2011\TDC_Calc2012_VFinal\TS_ANUAL_2012\Documentacion_PD	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2013	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2013\Costos TdC_a_2012	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2013\Homologaci¢n_RAR_Fin	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2013\Homologaci¢n_RAR_Fin\Salidas_V1_1	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2013\Homologaci¢n_RAR_Fin\Salidas_V1_1\Estimacion_Final	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2013\Homologaci¢n_RAR_Fin\Salidas_V1_1\Estimacion_Final\Entregables	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2013\Homologaci¢n_RAR_Fin\Salidas_V1_1\Estimacion_Final\Entregables\Documentacion	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2013\Homologaci¢n_RAR_Fin\Salidas_V1_1\Estimacion_Final\Entregables\Documentacion\Docs2012_NvoFormato	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2013\Homologaci¢n_RAR_Fin\Salidas_V1_1\TerceraEstimaci¢n	 0 archivos              0 bytes	0.000
 Directorio de D:\Respaldo Jes£s\Par†metros\TDC_C†lculo2013\Homologaci¢n_RAR_Fin\Salidas_V1_1\Validaciones_Ciclos_V1_1	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\PD\TOTALEROS	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\COSTOS\ANALISIS ADICIONALES	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\entrega_ago\SEV ANALISIS ABIERTOS	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\2007\TDC NEGOCIOS\PD	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\contingencia	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\Parametros 2008	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\catalogos	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\consumo	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\finanzia	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\TDC NEGOCIO\CASOS	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\TDC NEGOCIO\RESULTADOS OK	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\PDS	 0 archivos              0 bytes	0.000
 Directorio de D:\respaldo maquina on M825016\RAR	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\abstyles	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\acmconf	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\ams	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\amslatex	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\apacite	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\asaetr	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\ascelike	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\attachfile	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\base	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\beebe	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\bibhtml	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\bibtopic	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\camel	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\cbgreek	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\directory	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\dtk	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\geomsty	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\germbib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\gloss	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\harvard	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\ieeepes	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\ifacmtg	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\imac	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\jurabib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\koma-script	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\minitoc	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\plbib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\tugboat	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bib\uwthesis	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\abstyles	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\achemso	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\achicago	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\adfathesis	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\aguplus	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\aiaa	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\ams	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\amslatex	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\apacite	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\asaetr	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\ascelike	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\base	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\beebe	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\bibhtml	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\camel	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\chem-journal	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\dinat	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\directory	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\dtk	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\finbib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\germbib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\gloss	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\harvard	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\hc	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\ieeepes	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\ifacmtg	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\imac	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\inlinebib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\jkthesis	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\jurabib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\kluwer	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\koma-script	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\mslapa	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\multibib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\natbib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\oxford	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\plbib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\revtex4	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\smflatex	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\swebib	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\texsis	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\bst\tugboat	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\BibTeX\csf	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\doc	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\doc\latex	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\doc\latex\amscls	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\doc\latex\amsmath	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\doc\Omega	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\doc\Omega\antomega	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\doc\Omega\base	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\doc\Omega\omega-devanagari	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\fonts	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\fonts\encoding	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\fonts\tfm	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\fonts\tfm\eurosym	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\fonts\truetype	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\fonts\truetype\eurosym	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\fonts\type1	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\fonts\type1\eurosym	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\fonts\vf	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\fonts\vf\pdftex	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\fonts\xvf	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\encodings	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\hyphen	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\lambda	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\lambda\antomega	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\lambda\base	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\lambda\config	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\lambda\misc	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\lambda\ocherokee	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\lambda\oinuit	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\lambda\omega-devanagari	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\lambda\omegabook	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\ocp	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\ocp\antomega	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\ocp\char2uni	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\ocp\ethiop	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\ocp\misc	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\ocp\ocherokee	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\ocp\omega	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\ocp\otibet	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\ocp\uni2char	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\otp	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\otp\antomega	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\otp\char2uni	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\otp\ethiop	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\otp\misc	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\otp\ocherokee	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\otp\omega	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\otp\omega-devanagari	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\otp\otibet	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\otp\uni2char	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\plain	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\plain\base	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\plain\config	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\Omega\unidata	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\pdftex	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\pdftex\config	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\source	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\source\latex	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\source\latex\amscls	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\source\latex\amsltx2	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\source\latex\amsmath	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\TeX	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\TeX\generic	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\TeX\generic\hyphen	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\TeX\generic\hyphenation	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\TeX\generic\hyphenation\dkhyphen	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\TeX\generic\hyphenation\ruhyphen	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\TeX\generic\hyphenation\ukrhyph	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\TeX\generic\misc	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\TeX\LaTeX	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\TeX\LaTeX\amscls	 0 archivos              0 bytes	0.000
 Directorio de D:\swp55\TCITeX\TeX\LaTeX\amsfonts	 0 archivos              0 bytes	0.000
